Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Region,Carbon Performance Regional Alignment 2025,Carbon Performance Regional Alignment 2027,Carbon Performance Regional Alignment 2028,Carbon Performance Regional Alignment 2035,Carbon Performance Regional Alignment 2050,Regional Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Southern Company,United States of America,USA,Electricity Utilities,Yes,large,US8425871071,2829601,01/11/2021,05/08/2021,North-America,Not Aligned,,,Not Aligned,National Pledges,North-America_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.577,0.59,0.544,0.528,0.50898,0.491,0.446,0.401,0.401530802,0.402061603,0.402592405,0.403123206,0.403654008,0.404184809,0.404715611,0.405246412,0.405777214,0.406308015,0.385992614,0.365677214,0.345361813,0.325046412,0.304731011,0.284415611,0.26410021,0.243784809,0.223469408,0.203154008,0.182838607,0.162523206,0.142207805,0.121892405,0.101577004,0.081261603,0.060946202,0.040630802,0.020315401,0.0
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/11/2023,04/07/2023,OECD,Not Aligned,,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2030;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI generally assesses companies based on the emissions intensity of their owned generation. However, in the case of Chubu and TEPCO, taking the emissions intensity of sold electricity (i.e. power sales) provides a more representative assessment of these two companies’ transition risk, given that it includes the emissions of JERA, an electricity utility that TEPCO and Chubu jointly own. Note that the pathway above includes JERA’s emissions and that a pathway for TEPCO’s emissions  intensity excluding JERA would be at 0.009 tCO2/MWh in 2021.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.474,0.475,0.468,0.457,0.447,0.457,0.448608027,0.440216053,0.43182408,0.423432106,0.415040133,0.40664816,0.398256186,0.389864213,0.381472239,0.362398628,0.343325016,0.324251404,0.305177792,0.28610418,0.267030568,0.247956956,0.228883344,0.209809732,0.19073612,0.171662508,0.152588896,0.133515284,0.114441672,0.09536806,0.076294448,0.057220836,0.038147224,0.019073612,0.0
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/09/2022,22/07/2022,OECD,Not Aligned,,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI generally assesses companies based on the emissions intensity of their owned generation. However, in the case of Chubu and TEPCO, taking the emissions intensity of sold electricity (i.e. power sales) provides a more representative assessment of these two companies' transition risk, given that it includes the emissions of JERA, an electricity utility that TEPCO and Chubu jointly own. Note that the pathway above includes JERA's emissions and that a pathway for TEPCO's emissions  intensity excluding JERA would be at 0.01 tCO2/MWh in 2020. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.47,0.48,0.47,0.46,0.45,0.44,0.43,0.43,0.42,0.41,0.41,0.4,0.39,0.39,0.38,0.36,0.34,0.32,0.31,0.29,0.27,0.25,0.23,0.21,0.19,0.17,0.15,0.13,0.11,0.1,0.08,0.06,0.04,0.02,0.0
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/11/2021,05/08/2021,OECD,Not Aligned,,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,2029,2018,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity for the year 2019 using a boundary that is inconsistent with TPI’s methodology for this sector. We therefore do not include this year in the assessment.,,,0.43663319,0.44366148,0.428132691,0.427256333,0.420000231,0.41274413,0.405488028,0.398231927,0.390975825,0.383719723,0.376463622,0.36920752,0.361951419,0.354695317,0.347439216,,,,,,,,,,,,,,,,,,,,,
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/09/2024,06/08/2024,non-OECD,,No or unsuitable disclosure,,No or unsuitable disclosure,No or unsuitable disclosure,non-OECD_Electricity Utilities_01/05/2024,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses emissions intensity and target using an emissions figure that is inconsistent with TPI’s methodology for this sector. The company does not disclose sufficient data to allow TPI to recalculate current carbon intensity according to TPI methodology or to estimate future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/11/2023,04/07/2023,non-OECD,No or unsuitable disclosure,,,No or unsuitable disclosure,No or unsuitable disclosure,non-OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses emissions intensity and target using an emissions figure that is inconsistent with TPI’s methodology for this sector. The company does not disclose sufficient data to allow TPI to recalculate current carbon intensity according to TPI methodology or to estimate future Carbon Performance.   When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/09/2022,22/07/2022,non-OECD,Not Aligned,,,Not Aligned,Below 2 Degrees,non-OECD_Electricity Utilities_01/04/2022,2035;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in calculate this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.56,0.54,0.55,0.54,0.57,0.56,0.57,0.55,0.54,0.53,0.52,0.5,0.49,0.48,0.47,0.46,0.45,0.44,0.42,0.41,0.4,0.39,0.36,0.34,0.31,0.29,0.26,0.23,0.21,0.18,0.16,0.13,0.1,0.08,0.05,0.03,0.0
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/11/2021,05/08/2021,non-OECD,Not Aligned,,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,0.56,0.54,0.55,0.54,0.57,0.56,0.517426238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee Valley Authority,United States of America,USA,Electricity Utilities,No,unlisted,0,,01/11/2023,04/07/2023,North-America,Not Aligned,,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,2030,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set an additional target to reduce its emissions intensity, but it could not be included in this assessment because it is not inconsistent with TPI’s methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.36,0.307,0.288,0.303,0.2893,0.2756,0.2619,0.2482,0.2345,0.2208,0.2071,0.1934,0.1797,,,,,,,,,,,,,,,,,,,,
Tennessee Valley Authority,United States of America,USA,Electricity Utilities,No,unlisted,0,,01/09/2022,22/07/2022,North-America,Not Aligned,,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,2030,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set an additional target to reduce its emissions intensity, but it could not be included in this assessment because it is not inconsistent with TPI's methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,0.36,0.31,0.29,0.3,0.29,0.28,0.26,0.25,0.23,0.22,0.21,0.19,0.18,,,,,,,,,,,,,,,,,,,,
Tennessee Valley Authority,United States of America,USA,Electricity Utilities,No,unlisted,0,,01/11/2021,05/08/2021,North-America,National Pledges,,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,2030,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,,,0.36,0.307,0.288,0.27717,0.26634,0.25551,0.24468,0.23385,0.22302,0.21219,0.20136,0.19053,0.1797,,,,,,,,,,,,,,,,,,,,
Terna,Italy,ITA,Electricity Utilities,No,medium,IT0003242622,B01BN57,01/09/2024,06/08/2024,Europe,,Not Assessed,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/05/2024,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terna,Italy,ITA,Electricity Utilities,No,medium,IT0003242622,B01BN57,01/11/2023,04/07/2023,Europe,Not Assessed,,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terna,Italy,ITA,Electricity Utilities,No,medium,IT0003242622,B01BN57,01/09/2022,22/07/2022,Europe,Not Assessed,,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company's activities lie outside the scope of TPI's Carbon Performance assessment of this sector, hence the company is not assessed. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terna,Italy,ITA,Electricity Utilities,No,medium,IT0003242622,B01BN57,01/11/2021,05/08/2021,Europe,Not Assessed,,,Not Assessed,Not Assessed,Europe_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company’s activities lie outside the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/09/2024,06/08/2024,OECD,,Not Aligned,,National Pledges,National Pledges,OECD_Electricity Utilities_01/05/2024,2030;2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses a target using an activity measure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.5,0.66,0.64,0.61,0.65,0.75,0.76,0.68,0.6,0.52,0.44,0.36,0.28,0.2,0.11,0.11,0.1,0.1,0.09,0.09,0.08,0.07,0.07,0.06,0.06,0.05,0.05,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.0
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/11/2023,04/07/2023,OECD,Not Aligned,,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.496588217,0.498662126,0.49594229,0.4823932,0.523263825,0.53170224,0.51336768,0.49503312,0.47669856,0.458364,0.44002944,0.42169488,0.40336032,0.38502576,0.3666912,0.34835664,0.33002208,0.31168752,0.29335296,0.2750184,0.25668384,0.23834928,0.22001472,0.20168016,0.1833456,0.16501104,0.14667648,0.12834192,0.11000736,0.0916728,0.07333824,0.05500368,0.03666912,0.01833456,0.0
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/09/2022,22/07/2022,OECD,Not Aligned,,,Not Aligned,National Pledges,OECD_Electricity Utilities_01/04/2022,2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI's methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.5,0.5,0.5,0.48,0.52,0.51,0.49,0.47,0.45,0.44,0.42,0.4,0.38,0.37,0.35,0.33,0.31,0.3,0.28,0.26,0.24,0.23,0.21,0.19,0.17,0.16,0.14,0.12,0.1,0.09,0.07,0.05,0.03,0.02,0.0
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/11/2021,05/08/2021,OECD,Not Aligned,,,Not Aligned,Not Aligned,OECD_Electricity Utilities_01/04/2022,2030,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,,0.496588217,0.498662126,0.49594229,0.482550897,0.468966172,0.455381447,0.441796723,0.428211998,0.414627273,0.401042549,0.387457824,0.3738731,0.360288375,0.34670365,,,,,,,,,,,,,,,,,,,,,
Uniper,Germany,DEU,Electricity Utilities,No,medium,DE000UNSE018,BZ6CZ43,01/10/2024,09/06/2024,Europe,,Not Aligned,,Not Aligned,National Pledges,Europe_Electricity Utilities_01/05/2024,2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,0.530641673,0.524006623,0.522378887,0.452358037,0.447949527,0.459801265,0.477732797,0.460670911,0.443609026,0.42654714,0.409485255,0.392423369,0.375361483,0.358299598,0.341237712,0.324175827,0.307113941,0.290052055,0.27299017,0.255928284,0.238866399,0.221804513,0.204742627,0.187680742,0.170618856,0.15355697,0.136495085,0.119433199,0.102371314,0.085309428,0.068247542,0.051185657,0.034123771,0.017061886,0.0
