Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,MQ Publication Date,MQ Assessment Date,Level,Performance Compared to Previous Year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose Scope 3 use of product emissions?,Q13L4|Does the company disclose its membership and involvement in organisations or coalitions dedicated specifically to climate issues?,Q14L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q15L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q16L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q17L4|Does the company undertake climate scenario planning?,Q18L4|Does the company disclose an internal price of carbon?,Q19L4|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?,CP Publication Date,CP Assessment Date,Benchmark ID,Carbon Performance Alignment 2025,Carbon Performance Alignment 2027,Carbon Performance Alignment 2028,Carbon Performance Alignment 2035,Carbon Performance Alignment 2050,Years with targets,Previous Carbon Performance Alignment 2025,Previous Carbon Performance Alignment 2027,Previous Carbon Performance Alignment 2028,Previous Carbon Performance Alignment 2035,Previous Carbon Performance Alignment 2050,Previous Years with targets,History to Projection Cutoff Year,CP Unit,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Assumptions
Unicredit,Italy,ITA,Financials,No,large,IT0005239360,BYMXPS7,01/12/2024,05/03/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unilever,Netherlands,NLD,Consumer Goods,Yes,large,notfound,notfound,01/12/2024,05/03/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unimicron Technology,Taiwan,TWN,Industrials,No,large,TW0003037008,6137720,01/12/2024,26/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Union Pacific,United States of America,USA,Industrials,No,large,US9078181081,2914734,01/12/2024,05/03/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uniper,Germany,DEU,Electricity Utilities,No,medium,DE000UNSE018,BZ6CZ43,01/12/2024,03/05/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,01/10/2024,09/06/2024,Electricity Utilities_01/10/2024,,Not Aligned,,Not Aligned,Below 2 Degrees,2050,National Pledges,,,National Pledges,Below 2 Degrees,2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,,,0.530641673,0.524006623,0.522378887,0.452358037,0.447949527,0.459801265,0.477732797,0.460670911,0.443609026,0.42654714,0.409485255,0.392423369,0.375361483,0.358299598,0.341237712,0.324175827,0.307113941,0.290052055,0.27299017,0.255928284,0.238866399,0.221804513,0.204742627,0.187680742,0.170618856,0.15355697,0.136495085,0.119433199,0.102371314,0.085309428,0.068247542,0.051185657,0.034123771,0.017061886,0.0,"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions."
United Continental,United States of America,USA,Airlines,Yes,medium,US9100471096,B4QG225,01/12/2024,05/04/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,No,Yes,Yes,Yes,No,01/10/2024,09/06/2024,Airlines_01/10/2024,,Below 2 Degrees,,1.5 Degrees,1.5 Degrees,2035;2050,1.5 Degrees,,,Below 2 Degrees,1.5 Degrees,2035;2050,2023,Carbon intensity (gCO2 / RTK),,998.9212222,980.7605765,961.0937434,937.9107012,990.3504509,996.0067079,1274.829385,1082.922281,964.2942327,964.777263,925.8794372,886.9816115,848.0837857,809.1859599,770.2881342,731.3903084,692.4924827,653.5946569,614.6968312,575.7990054,536.9011797,498.0033539,464.8031303,431.6029067,398.4026831,365.2024596,332.002236,298.8020124,265.6017888,232.4015652,199.2013416,166.001118,132.8008944,99.60067079,66.40044719,33.2002236,0.0,"The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions."
United Microelectronics,Taiwan,TWN,Technology,No,large,TW0002303005,6916628,01/12/2024,30/04/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Overseas Bank,Singapore,SGP,Financials,No,large,SG1M31001969,6916781,01/12/2024,04/05/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Parcel Service,United States of America,USA,Industrials,No,large,US9113121068,2517382,01/12/2024,05/03/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Rentals,United States of America,USA,Industrials,No,medium,US9113631090,2134781,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,No,Yes,Yes,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Spirits,India,IND,Consumer Goods,No,large,INE854D01024,BYWFSB7,01/12/2024,27/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States Steel,United States of America,USA,Steel,No,small,US9129091081,2824770,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No,01/08/2024,16/07/2024,Steel_01/04/2022,,Not Aligned,,National Pledges,1.5 Degrees,2030;2050,Not Aligned,,,National Pledges,1.5 Degrees,2030;2050,2022,Carbon intensity (tonnes of CO2 per tonne of steel),2.5103,2.4881,2.38,2.28,2.29,2.31,2.38,2.34,1.93,1.98,1.9635,1.947,1.9305,1.914,1.8975,1.881,1.8645,1.848,1.7556,1.6632,1.5708,1.4784,1.386,1.2936,1.2012,1.1088,1.0164,0.924,0.8316,0.7392,0.6468,0.5544,0.462,0.3696,0.2772,0.1848,0.0924,0.0,"The company has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions."
United Therapeutics,United States of America,USA,Health Care,No,small,US91307C1027,2430412,01/12/2024,22/02/2024,2,new,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Not Applicable,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Tractors,Indonesia,IDN,Industrials,Yes,large,ID1000058407,6230845,01/12/2024,30/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Not Applicable,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Utilities Group,United Kingdom,GBR,Utilities,No,medium,GB00B39J2M42,B39J2M4,01/12/2024,05/03/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unitedhealth Group,United States of America,USA,Health Care,No,large,US91324P1021,2917766,01/12/2024,19/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Health Services,United States of America,USA,Health Care,No,medium,US9139031002,2923785,01/12/2024,30/04/2024,1,new,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Not Applicable,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Usiminas,Brazil,BRA,Steel,No,medium,BRUSIMACNPA6;BRUSIMACNOR3,2386009;2193696,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,No,No,No,No,01/08/2024,16/07/2024,Steel_01/04/2022,,Not Aligned,,Not Aligned,Not Aligned,2030,Not Aligned,,,Not Aligned,Not Aligned,,2023,Carbon intensity (tonnes of CO2 per tonne of steel),,,,,,,2.34,2.28,2.16,2.11,2.32,2.272714286,2.225428571,2.178142857,2.130857143,2.083571429,2.036285714,1.989,,,,,,,,,,,,,,,,,,,,,"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions."
VICI Properties,United States of America,USA,Financials,No,medium,US9256521090,BYWH073,01/12/2024,29/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,No,Yes,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIVA Energy,Australia,AUS,Oil & Gas (Other),No,small,AU0000016875,BYQM3N1,01/12/2024,30/04/2024,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vale (Coal Mining),Brazil,BRA,Coal Mining,No,large,BRVALEACNOR0;US91912E1055;US91912E2046;BRVALEACNPA3,2196286;2857334;2933900;2257127,01/09/2022,28/07/2022,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,No,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vale (Diversified mining),Brazil,BRA,Diversified Mining,Yes,large,BRVALEACNOR0;US91912E1055;US91912E2046;BRVALEACNPA3,2196286;2857334;2933900;2257127,01/12/2024,03/05/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No,01/10/2024,09/06/2024,Diversified Mining_01/10/2024,,Not Aligned,,Not Aligned,Not Aligned,2030;2035;2050,Not Aligned,,,Not Aligned,Not Aligned,2030;2035;2050,2022,Carbon intensity (tonne CO2e / tonne copper equivalent),,,,66.25754382,68.60166534,75.43721829,75.52835769,76.59846039,83.31711106,84.98577937,84.6926844,84.39958943,84.10649446,83.81339949,83.52030452,83.22720955,82.93411458,82.64101962,82.2957744,81.95052918,81.60528397,81.26003875,80.91479354,80.83533719,80.75588085,80.67642451,80.59696816,80.51751182,80.43805548,80.35859913,80.27914279,80.19968645,80.12023011,80.04077376,79.96131742,79.88186108,79.80240473,79.72294839,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that its externally sold products grow in line with the growth of the copper equivalent denominator in the National Pledges benchmark. The company's target covers only Scope 1 and 2 emissions. The Scope 3 emissions intensity (Categories 10 and 11), which is not covered by the target, is assumed to remain constant from the latest year of disclosure. Please note that this company operates in more than one sector assessed by TPI: we conduct a sector-specific assessment for each of the sectors in which a company operates. In this assessment, we evaluate only the emissions and production data from diversified mining and compare the company's mining-specific pathway to TPI's mining-specific benchmarks. Other activities undertaken by this company are assessed separately, considering only the emissions and production data from those separate activities. Targets adopted by the company that are specific to a particular activity are incorporated into TPI's appropriate sector-specific assessment. We take a case-by-case approach to the interpretation of company-wide targets to evaluate whether targets can reasonably be assumed to apply in proportion to the emissions of the activity under consideration. Investors may want to consider all sector-specific assessments of a given company to understand its overall Carbon Performance. Note that TPI does not necessarily assess every business segment of a given company. Note as well that we do not currently have a Carbon Performance methodology for the coal mining sub-sector. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions."
Valeo,France,FRA,Consumer Goods,No,medium,FR0013176526,BDC5ST8,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valero Energy,United States of America,USA,Oil & Gas,Yes,large,US91913Y1001,2041364,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,01/10/2024,09/06/2024,Oil & Gas_01/10/2024,,Not Aligned,,Not Aligned,Not Aligned,2025;2035,Not Aligned,,,Not Aligned,Not Aligned,2025;2035,2022,Emissions intensity (gCO2e / MJ),,75.88473887,75.48603746,75.28736717,75.48070757,74.91751402,74.82713749,75.23263979,74.70718081,72.71005819,72.99614898,73.28223978,73.56833057,73.474601,73.38087142,73.28714184,73.19341227,73.09968269,73.00595312,72.91222354,72.81849396,72.72476439,72.63103481,,,,,,,,,,,,,,,,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. The company has set another target to reduce its emissions intensity, but it could not be included in this assessment as it was not possible to make it consistent with TPI’s methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions."
Vallourec,France,FRA,Steel,No,small,FR0013506730,BLGWF90,01/12/2024,19/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valmont Inds,United States of America,USA,Industrials,No,small,US9202531011,2926825,01/12/2024,28/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,No,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valvoline,United States of America,USA,Chemicals,No,small,US92047W1018,BDG22J3,01/12/2024,05/01/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not Applicable,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varun Beveres,India,IND,Consumer Goods,No,large,INE200M01013,#N/A,01/12/2024,03/11/2023,1,new,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Not Applicable,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vattenfall,Sweden,SWE,Electricity Utilities,No,unlisted,0,,01/11/2023,31/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not applicable,Yes,No,No,Yes,Yes,Yes,No,01/09/2024,06/08/2024,Electricity Utilities_01/11/2021,,1.5 Degrees,,Below 2 Degrees,1.5 Degrees,2040,1.5 Degrees,,,Below 2 Degrees,1.5 Degrees,2040,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,,0.35,0.34,0.32,0.31,0.29,0.28,0.27,0.25,0.24,0.22,0.21,0.2,0.18,0.17,0.15,0.14,0.13,0.11,0.1,0.08,0.07,0.06,0.04,0.03,0.01,0.0,,,,,,,,,,,"The company has set one or more targets to reduce its emissions intensity, but they could not be included in this assessment because they were inconsistent with TPI’s methodology. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions."
Vectren,United States of America,USA,Electricity Utilities,No,small,US92240G1013,2572949,,,,,,,,,,,,,,,,,,,,,,,,01/09/2019,02/08/2019,Electricity Utilities_01/09/2019,,,,,Not Aligned,,,,,,,,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,,,1.004,1.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance."
Vedanta (Aluminium),India,IND,Aluminium,Yes,large,INE205A01025,6136040,01/12/2024,05/03/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,01/10/2024,09/06/2024,Aluminium_01/07/2023,,Not Aligned,,Not Aligned,1.5 Degrees,2024;2029;2050,Not Aligned,,,Not Aligned,1.5 Degrees,2024;2029;2050,2022,Carbon intensity (tCO2e / t aluminium),,,,,,19.47294329,21.24376612,20.91966023,17.67011907,18.66807145,18.32948962,17.99090779,17.40515731,16.81940682,16.23365634,15.64790585,15.06215536,14.34490987,13.62766438,12.91041888,12.19317339,11.4759279,10.7586824,10.04143691,9.324191415,8.606945922,7.889700428,7.172454935,6.455209441,5.737963948,5.020718454,4.303472961,3.586227467,2.868981974,2.15173648,1.434490987,0.717245493,0.0,"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions."
Vedanta (Diversified mining),India,IND,Diversified Mining,No,large,INE205A01025,6136040,01/12/2024,03/05/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,01/10/2024,09/06/2024,Diversified Mining_01/10/2024,,1.5 Degrees,,1.5 Degrees,Below 2 Degrees,2030;2050,1.5 Degrees,,,Below 2 Degrees,National Pledges,2030;2050,2022,Carbon intensity (tonne CO2e / tonne copper equivalent),,,,42.31213803,38.57940848,41.59531969,49.53367621,51.16110738,45.86315825,42.40609931,41.61891144,40.83172356,40.04453568,39.2573478,38.47015992,37.68297205,36.89578417,36.10859629,35.08490865,34.06122101,33.03753337,32.01384573,30.99015809,29.96647045,28.94278281,27.91909517,26.89540753,25.87171988,24.84803224,23.8243446,22.80065696,21.77696932,20.75328168,19.72959404,18.7059064,17.68221876,16.65853112,15.63484348,"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that its externally sold products grow in line with the growth of the copper equivalent denominator in the National Pledges benchmark. The company's targets are understood to cover only Scope 1 and 2 emissions. The Scope 3 emissions intensity (Categories 10 and 11), which is not covered by the target, is assumed to remain constant from the latest year of disclosure. The company has an additional 2025 target that could not be included due to a lack of clarity on the base year value disclosure. Please note that this company operates in more than one sector assessed by TPI: we conduct a sector-specific assessment for each of the sectors in which a company operates. In this assessment, we evaluate only the emissions and production data from diversified mining and compare the company's mining-specific pathway to TPI's mining-specific benchmarks. Other activities undertaken by this company are assessed separately, considering only the emissions and production data from those separate activities. Targets adopted by the company that are specific to a particular activity are incorporated into TPI's appropriate sector-specific assessment. We take a case-by-case approach to the interpretation of company-wide targets to evaluate whether targets can reasonably be assumed to apply in proportion to the emissions of the activity under consideration. Investors may want to consider all sector-specific assessments of a given company to understand its overall Carbon Performance. Note that TPI does not necessarily assess every business segment of a given company. Note as well that we do not currently have a Carbon Performance methodology for the coal mining sub-sector. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions."
Vedanta (Steel),India,IND,Steel,No,large,INE205A01025,6136040,01/12/2024,03/05/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,01/08/2024,16/07/2024,Steel_01/04/2022,,No or unsuitable disclosure,,No or unsuitable disclosure,No or unsuitable disclosure,2024;2050,No or unsuitable disclosure,,,No or unsuitable disclosure,No or unsuitable disclosure,,2022,Carbon intensity (tonnes of CO2 per tonne of steel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The company has not disclosed sufficient data on emissions and production which TPI can use to estimate current or future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions."
Ventas,United States of America,USA,Financials,No,medium,US92276F1003,2927925,01/12/2024,05/03/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veolia Environnement,France,FRA,Utilities,No,large,FR0000124141,4031879,01/12/2024,05/03/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verallia,France,FRA,Industrials,No,small,FR0013447729,BKT7807,01/12/2024,29/04/2024,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verbund AG,Austria,AUT,Electricity Utilities,No,medium,AT0000746409,4661607,01/12/2024,05/03/2024,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No,01/09/2024,06/08/2024,Electricity Utilities_01/11/2021,,1.5 Degrees,,1.5 Degrees,National Pledges,2030,1.5 Degrees,,,1.5 Degrees,National Pledges,2030,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,,0.06,0.03,0.04,0.03,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.03,0.03,0.03,0.04,,,,,,,,,,,,,,,,,,,,,"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions."
Verizon Communications,United States of America,USA,Telecommunications,No,large,US92343V1044,2090571,01/12/2024,30/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,Yes,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermilion Energy,Canada,CAN,Oil & Gas,No,small,CA9237251058,B607XS1,01/12/2024,15/04/2024,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vertiv Holdings Co,United States of America,USA,Technology,No,small,US92537N1081,BL3LWS8,01/12/2024,18/04/2024,2,new,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Not Applicable,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
